AI and Machine Learning,Bioinformatics,Cybersecurity,Data Sciences,Software Engineering,Robotics,Synthetic Biology,Pharmacology and pharmaceuticals,Tissue Engineering,Regenerative Medicine
,,,,Miller T.R.(7403948600),,,,,
,,,,Schmidt M.I.(7404398885),,,,,
,,,,Singh J.A.(7404421736),,,,,
,,,,Cohen A.J.(7404780942),,,,,
,,,,Chang H.Y.(7407523087),,,,,
,,,,Khan M.A.(7410318229),,,,,
,,,,Abdelalim A.(7801307783),,,,,
,,,,Kengne A.P.(7801322838),,,,,
,,,,Ellingsen C.L.(7801360950),,,,,
,,,,Varavikova E.(7801408611),,,,,
,,,,Monasta L.(7801520497),,,,,
,,,,Pourmalek F.(8309390500),,,,,
,,,,Sheth K.N.(8415971600),,,,,
,,,,Mueller U.O.(8512347500),,,,,
,,,,Gill T.K.(8545441900),,,,,
,,,,Maddison R.(8552158500),,,,,
,,,,Wang Y.P.(8576812100),,,,,
,,,,Weiss D.J.(8609275600),,,,,
,,,,Kimokoti R.W.(8647554600),,,,,
,,,,Ur Rahman S.(8690556600),,,,,
,,,,Rahimi-Movaghar A.(8696686900),,,,,
,,,,Lansky S.(8749093200),,,,,
,,,,Nowroozi M.R.(8866311900),,,,,
,,,,Ogah O.S.(8871875400),,,,,
,,,,Scaria V.(8876981800),,,,,
,,,,Owolabi M.O.(8904729100),,,,,
,,,,Faramarzi M.(8928307700),,,,,
,,,,Shibuya K.(8948057900),,,,,
,,,,Raju S.B.(8983666100),,,,,
,,,,Majdzadeh R.(9246620000),,,,,
,,,,Al-Aly Z.(9738161500),,,,,
,,,,Sayyah M.(10540414200),,,,,
,,,,Bello A.K.(12759638700),,,,,
,,,,Lonsdale C.(12760126800),,,,,
,,,,Polinder S.(12766122200),,,,,
,,,,Kinfu Y.(12770281900),,,,,
,,,,Shirkoohi R.(12776374400),,,,,
,,,,Awuah B.(12779547800),,,,,
,,,,Sylaja P.N.(12787344300),,,,,
,,,,Kalani R.(13006237100),,,,,
,,,,Rafiei A.(13205769200),,,,,
,,,,Abu-Raddad L.J.(14032724700),,,,,
,,,,Roshandel G.(14034446800),,,,,
,,,,Salamati P.(14045860600),,,,,
,,,,Wijeratne T.(14051317700),,,,,
,,,,Jakovljevic M.(14318929700),,,,,
,,,,Nascimento B.R.(14424406800),,,,,
,,,,Cerin E.(14522064200),,,,,
,,,,Chattopadhyay A.(14827821600),,,,,
,,,,Majdan M.(15019273100),,,,,
,,,,Fornari C.(15022250200),,,,,
,,,,Musa J.(15022919200),,,,,
,,,,Widecka J.(15047205800),,,,,
,,,,Widecka K.(15047328300),,,,,
,,,,Soyiri I.N.(15052406400),,,,,
,,,,Genova-Maleras R.(15070563900),,,,,
,,,,Badali H.(15123728900),,,,,
,,,,Ghasemi Falavarjani K.(15724975400),,,,,
,,,,Cromwell E.A.(15727546000),,,,,
,,,,Cooper L.T.(15754277900),,,,,
,,,,Bhala N.(15759186000),,,,,
,,,,Champs A.P.(15820173400),,,,,
,,,,Daryani A.(16021522200),,,,,
,,,,Sharif M.(16022734200),,,,,
,,,,Madotto F.(16029150500),,,,,
,,,,Eshrati B.(16030619200),,,,,
,,,,Jee S.H.(16039275900),,,,,
,,,,Kaul A.(16156995700),,,,,
,,,,Farag T.(16230217600),,,,,
,,,,Sulo G.(16242476100),,,,,
,,,,Saadat S.(16310355800),,,,,
,,,,Knibbs L.D.(16313525200),,,,,
,,,,Vaduganathan M.(16417973600),,,,,
,,,,Mosapour A.(16425956900),,,,,
,,,,Ahmadi M.(16644923000),,,,,
,,,,Claro R.M.(16834671700),,,,,
,,,,Tsilimparis N.(17435999400),,,,,
,,,,Nahvijou A.(18837247000),,,,,
,,,,Tessema B.(20735503600),,,,,
,,,,Adsuar J.C.(21738958900),,,,,
,,,,Kumar M.(21739940700),,,,,
,,,,Najafi F.(21743304900),,,,,
,,,,Jozwiak J.J.(21833993700),,,,,
,,,,Atre S.R.(22933845900),,,,,
,,,,Banach M.(22936699500),,,,,
,,,,Varughese S.(22942817500),,,,,
,,,,Ncama B.P.(22980862000),,,,,
,,,,Saddik B.(23020079300),,,,,
,,,,Bassat Q.(23024176000),,,,,
,,,,Uthman O.A.(23026328100),,,,,
,,,,Prasad N.(23028765700),,,,,
,,,,Yaseri M.(23029507000),,,,,
,,,,Khajavi A.(23050351100),,,,,
,,,,Rahim F.(23052247800),,,,,
,,,,Salimzadeh H.(23052386900),,,,,
,,,,Vasankari T.J.(23096834700),,,,,
,,,,Mohammadifard N.(23110866700),,,,,
,,,,De la Hoz F.P.(23134262800),,,,,
,,,,Bijani A.(23134684900),,,,,
,,,,Shigematsu M.(23968093000),,,,,
,,,,Salam N.(23992664500),,,,,
,,,,Fakhar M.(24168542800),,,,,
,,,,Khazaie H.(24279942000),,,,,
,,,,Conti S.(24329297700),,,,,
,,,,Bhutta Z.A.(24342648300),,,,,
,,,,Hamidi S.(24366336000),,,,,
,,,,Fareed M.(24491815600),,,,,
,,,,Al-Eyadhy A.(24554080400),,,,,
,,,,Yoon S.J.(24823148900),,,,,
,,,,Farid T.A.(24824364300),,,,,
,,,,Hostiuc S.(24829099800),,,,,
,,,,El Bcheraoui C.(25027689700),,,,,
,,,,Siabani S.(25227131300),,,,,
,,,,Beuran M.(25229806700),,,,,
,,,,Akinyemi R.O.(25633566800),,,,,
,,,,Sposato L.A.(25640261000),,,,,
,,,,Pirsaheb M.(25645282200),,,,,
,,,,Dey S.(25958052600),,,,,
,,,,Olagunju A.T.(26029995700),,,,,
,,,,Herteliu C.(26035943100),,,,,
,,,,Yotebieng M.(26325950800),,,,,
,,,,Katibeh M.(26326317100),,,,,
,,,,Hassankhani H.(26436359700),,,,,
,,,,Fukumoto T.(26531100300),,,,,
,,,,Igumbor E.U.(26537691100),,,,,
,,,,Sahebkar A.(26639699900),,,,,
,,,,Athari S.S.(26653399600),,,,,
,,,,Ram U.(26653819000),,,,,
,,,,Karami M.(26655761400),,,,,
,,,,Sathian B.(27467953500),,,,,
,,,,Kazemeini H.(28367704400),,,,,
,,,,Sekerija M.(30268005400),,,,,
,,,,Duraes A.R.(30867558600),,,,,
,,,,Khatony A.(32667760800),,,,,
,,,,Mansournia M.A.(34570618600),,,,,
,,,,Fernandes E.(34770207500),,,,,
,,,,Kleber M.E.(34872560400),,,,,
,,,,Amini E.(35073393800),,,,,
,,,,Rego M.A.S.(35099389600),,,,,
,,,,Sharif-Alhoseini M.(35108018000),,,,,
,,,,Hegazy M.I.(35110336200),,,,,
,,,,Geleijnse J.M.(35195702500),,,,,
,,,,Agrawal A.(35214460700),,,,,
,,,,Edvardsson D.(35229255500),,,,,
,,,,Fernandes J.C.(35274726800),,,,,
,,,,Akanda A.S.(35290419100),,,,,
,,,,Waheed Y.(35303643700),,,,,
,,,,Abay S.M.(35306466900),,,,,
,,,,Hutfless S.(35331919500),,,,,
,,,,Dervenis N.(35368148900),,,,,
,,,,Brugha T.(35370057100),,,,,
,,,,Kawakami N.(35377339000),,,,,
,,,,Gupta P.C.(35398625000),,,,,
,,,,Bennett D.A.(35420095800),,,,,
,,,,Zare Z.(35436578700),,,,,
,,,,Tripathy S.P.(35461478100),,,,,
,,,,Donnelly C.A.(35468127900),,,,,
,,,,Duncan B.B.(35476478500),,,,,
,,,,Lam H.(35484312600),,,,,
,,,,Harikrishnan S.(35502546000),,,,,
,,,,Mohan V.(35509595400),,,,,
,,,,Chaturvedi P.(35547314900),,,,,
,,,,Murhekar M.(35551594800),,,,,
,,,,Futran N.D.(35554564000),,,,,
,,,,Busse R.(35589070800),,,,,
,,,,Olusanya B.O.(35613148200),,,,,
,,,,Moradi-Lakeh M.(35617421300),,,,,
,,,,Lassi Z.S.(35769584500),,,,,
,,,,Shiue I.(35811219800),,,,,
,,,,Hedayatizadeh-Omran A.(35867288600),,,,,
,,,,Doku D.T.(36015210300),,,,,
,,,,Alizadeh-Navaei R.(36024974700),,,,,
,,,,Chen W.(36084128800),,,,,
,,,,Martins S.C.O.(36084814200),,,,,
,,,,Shokraneh F.(36146063000),,,,,
,,,,Haririan H.(36157009700),,,,,
,,,,Rasella D.(36184697300),,,,,
,,,,Murthy S.(36247670800),,,,,
,,,,Sepanlou S.G.(36248136000),,,,,
,,,,Mukhopadhyay S.(36342847700),,,,,
,,,,Kudom A.A.(36442735400),,,,,
,,,,Farzaei M.H.(36458335600),,,,,
,,,,Andrei C.L.(36543507200),,,,,
,,,,Ong S.K.(36614524300),,,,,
,,,,Li S.(36618945900),,,,,
,,,,Li X.(36627308700),,,,,
,,,,Feizy F.(36653958700),,,,,
,,,,Nyasulu P.S.(36700333500),,,,,
,,,,Wu S.(36717129100),,,,,
,,,,Sambala E.Z.(36718133800),,,,,
,,,,Furtado J.M.(36801755000),,,,,
,,,,Gomez-Cabrera M.C.(36838126500),,,,,
,,,,Heredia-Pi I.(36941085200),,,,,
,,,,Samy A.M.(36973661300),,,,,
,,,,Abdollahpour I.(36997151900),,,,,
,,,,Sadeghi E.(37010381500),,,,,
,,,,Leta S.(37057669800),,,,,
,,,,Djalalinia S.(37113718000),,,,,
,,,,Yamada T.(37662679800),,,,,
,,,,Goli S.(39761832500),,,,,
,,,,Brant L.C.(40160889400),,,,,
,,,,Amoako Y.A.(44960986700),,,,,
,,,,Morrison S.D.(45661573100),,,,,
,,,,Moraga P.(46761426800),,,,,
,,,,Zucker I.(47461733200),,,,,
,,,,Moradi G.(48161434000),,,,,
,,,,Tudor Car L.(48561867100),,,,,
,,,,Soares Filho A.M.(49961178500),,,,,
,,,,Ruhago G.M.(50761517500),,,,,
,,,,Madhanraj K.(51161493400),,,,,
,,,,Hostiuc M.(51763789200),,,,,
,,,,Elfaramawi M.(53363514900),,,,,
,,,,Adekanmbi V.(53463192900),,,,,
,,,,Heydarpour S.(53871251300),,,,,
,,,,Pakhare A.P.(54383993100),,,,,
,,,,Flor L.S.(54414102000),,,,,
,,,,Salimi Y.(54421017000),,,,,
,,,,Muthupandian S.(54585668500),,,,,
,,,,Okoro A.(54682112200),,,,,
,,,,Rajati F.(54780507400),,,,,
,,,,Ilesanmi O.S.(54782692800),,,,,
,,,,Sabde Y.D.(54793337800),,,,,
,,,,Levi M.(54893035000),,,,,
,,,,Sharafi H.(54894153700),,,,,
,,,,Esteghamati S.(54906169400),,,,,
,,,,El-Khatib Z.(54908919000),,,,,
,,,,Abbafati C.(54917122400),,,,,
,,,,Dhimal M.(54941157300),,,,,
,,,,Carreras G.(55068025500),,,,,
,,,,Alahdab F.(55135922900),,,,,
,,,,Tabuchi T.(55177892400),,,,,
,,,,Ghiasvand H.(55189493300),,,,,
,,,,Rezaeian S.(55214334100),,,,,
,,,,Antonio C.A.T.(55247644500),,,,,
,,,,Rezai M.S.(55273796300),,,,,
,,,,Pigott D.M.(55320335600),,,,,
,,,,Rahman M.A.(55327627600),,,,,
,,,,Heibati B.(55341086000),,,,,
,,,,Zerfu T.A.(55358278900),,,,,
,,,,Das S.K.(55362129800),,,,,
,,,,Ghasemi-Kasman M.(55371171100),,,,,
,,,,Shakir R.A.(55374140100),,,,,
,,,,Cucu A.(55376733000),,,,,
,,,,Koul P.A.(55395891200),,,,,
,,,,Bin Sayeed M.S.(55408904500),,,,,
,,,,Zachariah G.(55421383400),,,,,
,,,,Lazarus J.V.(55431519100),,,,,
,,,,Ford J.A.(55434558100),,,,,
,,,,Jain S.K.(55461277300),,,,,
,,,,Murray C.J.L.(55481130700),,,,,
,,,,Noubiap J.J.(55490374000),,,,,
,,,,Langan S.M.(55490520500),,,,,
,,,,Feyissa G.T.(55504728900),,,,,
,,,,Fischer F.(55508208800),,,,,
,,,,Nansseu J.R.(55548984700),,,,,
,,,,Vaidya G.(55551507300),,,,,
,,,,Yisma E.(55556060700),,,,,
,,,,Constantin M.M.(55560540800),,,,,
,,,,Negoi R.I.(55566106200),,,,,
,,,,Filip I.(55570061400),,,,,
,,,,Iqbal U.(55572166900),,,,,
,,,,Ayele H.T.(55573710400),,,,,
,,,,Salahshoor M.(55580011800),,,,,
,,,,Ayala Quintanilla B.P.(55598298700),,,,,
,,,,Riojas H.(55602731800),,,,,
,,,,Khafaie M.A.(55608324700),,,,,
,,,,Nomura S.(55632290700),,,,,
,,,,Bhaumik S.(55643126300),,,,,
,,,,Bhattarai S.(55646532200),,,,,
,,,,Khader Y.S.(55654192600),,,,,
,,,,Haj-Mirzaian A.(55655431300),,,,,
,,,,Kereselidze M.(55659152900),,,,,
,,,,Mamun A.A.(55666602500),,,,,
,,,,Biadgo B.(55672090500),,,,,
,,,,Vaezi A.(55698015300),,,,,
,,,,Safari Y.(55700424100),,,,,
,,,,Guo Y.(55712472800),,,,,
,,,,Prakash V.(55722781800),,,,,
,,,,Takahashi K.(55741242600),,,,,
,,,,Shukla S.R.(55760856000),,,,,
,,,,Lafranconi A.(55767061200),,,,,
,,,,Stein D.J.(55769747595),,,,,
,,,,Abdel-Rahman O.(55777635800),,,,,
,,,,Rezaei S.(55791003000),,,,,
,,,,Moradinazar M.(55791337700),,,,,
,,,,Grada A.(55797741000),,,,,
,,,,Goodridge A.(55801980200),,,,,
,,,,Khan M.S.(55808731000),,,,,
,,,,To Q.G.(55827789100),,,,,
,,,,Santos J.V.(55851941419),,,,,
,,,,Massenburg B.B.(55859007400),,,,,
,,,,Farhadi F.(55869726400),,,,,
,,,,Sahraian M.A.(55886074600),,,,,
,,,,Whiteford H.A.(55906494000),,,,,
,,,,Sarker A.R.(55908816200),,,,,
,,,,Burke K.E.(55920698000),,,,,
,,,,Ahmed S.(55923784800),,,,,
,,,,Garcia-Gordillo M.A.(55930749500),,,,,
,,,,Adedoyin R.A.(55947572800),,,,,
,,,,Abebe H.T.(55950002100),,,,,
,,,,Vujcic I.S.(55957120100),,,,,
,,,,Dubljanin E.(55957442600),,,,,
,,,,Goulart B.N.G.(55958854600),,,,,
,,,,Atteraya M.S.(55970935700),,,,,
,,,,Crowe C.S.(55976347800),,,,,
,,,,Nguyen H.T.(55983302300),,,,,
,,,,Ji J.S.(55986647100),,,,,
,,,,Parsian H.(55991107900),,,,,
,,,,Sigurvinsdottir R.(56006396200),,,,,
,,,,Chung S.C.(56008137900),,,,,
,,,,Murphy T.B.(56013128800),,,,,
,,,,Naik G.(56020694000),,,,,
,,,,Melku M.(56032188500),,,,,
,,,,Shabaninejad H.(56047947500),,,,,
,,,,Ayer R.(56051098100),,,,,
,,,,Prakash K.C.(56054966000),,,,,
,,,,Saeedi Moghaddam S.(56071020000),,,,,
,,,,Kim Y.E.(56091964900),,,,,
,,,,Weldegebreal F.(56112812300),,,,,
,,,,Temsah M.H.(56115852000),,,,,
,,,,Mekonen T.(56118971700),,,,,
,,,,Fijabi D.O.(56133163100),,,,,
,,,,Huang J.J.(56135699200),,,,,
,,,,Kokubo Y.(56155004000),,,,,
,,,,Mousavi S.M.(56165159700),,,,,
,,,,Azzopardi-Muscat N.(56185341300),,,,,
,,,,Vosoughi K.(56199294900),,,,,
,,,,Mabika C.(56208601300),,,,,
,,,,Aboyans V.(56214736500),,,,,
,,,,Zhu J.(56215097100),,,,,
,,,,Afarideh M.(56227034300),,,,,
,,,,Kassa G.M.(56229895500),,,,,
,,,,Alijanzadeh M.(56236864700),,,,,
,,,,Gyawali B.(56237046200),,,,,
,,,,Mohammadi M.(56274033300),,,,,
,,,,Mashamba-Thompson T.P.(56281917500),,,,,
,,,,Jahangiry L.(56281924800),,,,,
,,,,Dachew B.A.(56289825700),,,,,
,,,,Macarayan E.R.K.(56330601800),,,,,
,,,,Ahmadi A.(56336080700),,,,,
,,,,Hosgood H.D.(56353204400),,,,,
,,,,Belay E.(56372891800),,,,,
,,,,Soofi M.(56373891000),,,,,
,,,,Fentahun N.(56394665400),,,,,
,,,,Islam S.M.S.(56400111100),,,,,
,,,,Gelaw Y.A.(56426241300),,,,,
,,,,Rostami A.(56432311400),,,,,
,,,,Remuzzi G.(56466188600),,,,,
,,,,Perico N.(56481931200),,,,,
,,,,Mohammadi-Khanaposhtani M.(56497918100),,,,,
,,,,Wassie M.M.(56499356400),,,,,
,,,,Wyper G.M.A.(56503829800),,,,,
,,,,Atique S.(56505419100),,,,,
,,,,Liang X.(56509767200),,,,,
,,,,Khosravi M.H.(56524167000),,,,,
,,,,Adou A.K.(56531895000),,,,,
,,,,Fakhim H.(56532027000),,,,,
,,,,Zhang K.(56532778700),,,,,
,,,,Nguyen L.H.(56567321800),,,,,
,,,,Fazeli M.S.(56579103600),,,,,
,,,,Adetokunboh O.O.(56598104300),,,,,
,,,,Reis C.(56611469700),,,,,
,,,,Roever L.(56641632800),,,,,
,,,,Tovani-Palone M.R.(56644977900),,,,,
,,,,Barboza M.A.(56650777100),,,,,
,,,,Kazemi Karyani A.(56664511600),,,,,
,,,,Akbari M.E.(56666938200),,,,,
,,,,Pishgar F.(56676403900),,,,,
,,,,Abdurahman A.A.(56677630600),,,,,
,,,,Ranabhat C.L.(56719695500),,,,,
,,,,Hay R.J.(56785229200),,,,,
,,,,Getachew S.(56798359200),,,,,
,,,,Venketasubramanian N.(56804702100),,,,,
,,,,Heidari M.(56814474300),,,,,
,,,,Collado-Mateo D.(56820108800),,,,,
,,,,Abdi A.(56845014200),,,,,
,,,,Popova S.(56848085800),,,,,
,,,,Miazgowski B.(56857536900),,,,,
,,,,Azzopardi P.S.(56861081000),,,,,
,,,,Melese A.(56901393600),,,,,
,,,,Edessa D.(56922334200),,,,,
,,,,Islami F.(56926442900),,,,,
,,,,Karami Matin B.(56943457000),,,,,
,,,,Nourollahpour Shiadeh M.(56960536000),,,,,
,,,,Shafieesabet A.(56964338900),,,,,
,,,,Perez K.M.(56973645200),,,,,
,,,,Lim L.L.(56988527400),,,,,
,,,,Des Jarlais D.C.(56990451200),,,,,
,,,,Ullah I.(56992676600),,,,,
,,,,Sardana M.(56992882500),,,,,
,,,,Maravilla J.C.(57008289000),,,,,
,,,,Attia E.F.(57026413500),,,,,
,,,,Dadi A.F.(57031690900),,,,,
,,,,Noroozi M.(57035125300),,,,,
,,,,Scott J.G.(57037517900),,,,,
,,,,De Neve J.W.(57039962400),,,,,
,,,,Zhou M.(57054557200),,,,,
,,,,Gebregergs G.B.(57078990000),,,,,
,,,,Zamani M.(57096222300),,,,,
,,,,Car M.(57113377700),,,,,
,,,,Anlay D.Z.(57115560800),,,,,
,,,,Hole M.K.(57159282400),,,,,
,,,,Liben M.L.(57188568119),,,,,
,,,,Jungari S.B.(57188682037),,,,,
,,,,Karimi N.(57188831519),,,,,
,,,,Lavados P.M.(57188955599),,,,,
,,,,Mirica A.(57188983765),,,,,
,,,,Moradi M.(57189107392),,,,,
,,,,Lalloo R.(57189334553),,,,,
,,,,Pandey A.R.(57189593134),,,,,
,,,,Birlik S.M.(57190275478),,,,,
,,,,Gopalani S.V.(57190277891),,,,,
,,,,E SÃ¡ Farinha C.S.(57190279273),,,,,
,,,,Silveira D.G.A.(57190284103),,,,,
,,,,Kassa Z.Y.(57190293722),,,,,
,,,,Ghimire M.(57190385188),,,,,
,,,,Mustafa G.(57190395960),,,,,
,,,,Ahmed M.L.C.B.(57190739315),,,,,
,,,,Sajadi H.S.(57190919153),,,,,
,,,,Kolola T.(57191620788),,,,,
,,,,Nisar M.I.(57191774461),,,,,
,,,,Manamo W.A.(57191836792),,,,,
,,,,Pana A.(57191837583),,,,,
,,,,Kulikoff X.R.(57191837748),,,,,
,,,,Chitheer A.(57191848415),,,,,
,,,,Singh V.(57191848598),,,,,
,,,,Ã„rnlÃ¶v J.(57192041282),,,,,
,,,,Bleyer A.(57192109538),,,,,
,,,,Heydarpour F.(57192381690),,,,,
,,,,Isehunwa O.O.(57192410309),,,,,
,,,,Knudsen A.K.S.(57192966362),,,,,
,,,,Abebe Z.(57193002719),,,,,
,,,,Saldanha R.d.F.(57193063393),,,,,
,,,,Zaman S.B.(57193070058),,,,,
,,,,Sobhani S.(57193095221),,,,,
,,,,Riahi S.M.(57193205976),,,,,
,,,,Goto A.(57193212299),,,,,
,,,,Esmaeili R.(57193352042),,,,,
,,,,Kazemi Z.(57193419725),,,,,
,,,,Mengistu G.(57193539632),,,,,
,,,,Gething P.W.(57193559189),,,,,
,,,,Shams-Beyranvand M.(57193608415),,,,,
,,,,Teweldemedhin M.(57193667629),,,,,
,,,,Siddiqi T.J.(57193718539),,,,,
,,,,TabarÃ©s-Seisdedos R.(57193815269),,,,,
,,,,CatalÃ¡-LÃ³pez F.(57193815530),,,,,
,,,,FÃ¼rst T.(57193816270),,,,,
,,,,CÃ¡rdenas R.(57193816960),,,,,
,,,,CastaÃ±eda-Orjuela C.A.(57193817840),,,,,
,,,,Mekonnen T.C.(57193872649),,,,,
,,,,Deribe K.(57193912587),,,,,
,,,,Limenih M.A.(57194062676),,,,,
,,,,Degfie T.T.(57194129130),,,,,
,,,,Roshchin D.O.(57194175724),,,,,
,,,,Adebayo O.M.(57194329853),,,,,
,,,,Radfar A.(57194428768),,,,,
,,,,Muchie K.F.(57194458469),,,,,
,,,,Sharafi K.(57194516056),,,,,
,,,,Linn S.(57194536960),,,,,
,,,,Gambashidze K.(57194583735),,,,,
,,,,Kibret G.D.D.(57194615380),,,,,
,,,,Cousin E.(57194620705),,,,,
,,,,Bernabe E.(57194696150),,,,,
,,,,Mengistu D.T.(57194776802),,,,,
,,,,Pacella R.(57194839077),,,,,
,,,,Farzadfar F.(57195049611),,,,,
,,,,Ayele Y.(57195129631),,,,,
,,,,Peprah E.K.(57195257834),,,,,
,,,,Nguyen T.H.(57195288439),,,,,
,,,,Abraha H.N.(57195289877),,,,,
,,,,Leshargie C.T.(57195295462),,,,,
,,,,Abdulkader R.S.(57195295816),,,,,
,,,,Ngunjiri J.W.(57195296110),,,,,
,,,,Ebrahimi H.(57195329214),,,,,
,,,,Kumsa F.A.(57195329402),,,,,
,,,,Ansha M.G.(57195329453),,,,,
,,,,Sharma J.(57195329457),,,,,
,,,,Ningrum D.N.A.(57195329470),,,,,
,,,,Sigfusdottir I.D.(57195363778),,,,,
,,,,Schelonka K.(57195377099),,,,,
,,,,Birungi C.(57195448297),,,,,
,,,,Aichour I.(57195485980),,,,,
,,,,Aichour A.N.(57195486768),,,,,
,,,,Aichour M.T.E.(57195488258),,,,,
,,,,Finegold S.(57195558156),,,,,
,,,,Callender C.S.K.H.(57195560691),,,,,
,,,,Muche A.A.(57195576373),,,,,
,,,,Kutz M.J.(57195617315),,,,,
,,,,Dang A.K.(57195728465),,,,,
,,,,Abebo T.A.(57195738441),,,,,
,,,,Villafaina S.(57195804127),,,,,
,,,,Shamsizadeh M.(57195940127),,,,,
,,,,Magdy Abd El Razek H.(57195948985),,,,,
,,,,Vladimirov S.K.(57195959162),,,,,
,,,,Alebel A.(57195961302),,,,,
,,,,Biswas T.(57195973600),,,,,
,,,,Weiss J.(57195982912),,,,,
,,,,Dicker D.(57196026676),,,,,
,,,,Mensah G.A.(57196028147),,,,,
,,,,Torre A.E.(57196074351),,,,,
,,,,Muller K.(57196075658),,,,,
,,,,Henry N.J.(57196076616),,,,,
,,,,Srinivasan V.(57196077031),,,,,
,,,,Zhang X.(57196077462),,,,,
,,,,Panda B.K.(57196077672),,,,,
,,,,Ray S.E.(57196078769),,,,,
,,,,Kadel R.(57196080325),,,,,
,,,,Arora M.(57196080797),,,,,
,,,,Douwes-Schultz D.(57196081398),,,,,
,,,,Bekele B.B.(57196083941),,,,,
,,,,Maddison E.R.(57196084094),,,,,
,,,,Homaie Rad E.(57196329821),,,,,
,,,,Bisanzio D.(57196394991),,,,,
,,,,Rajsic S.(57196448260),,,,,
,,,,Henok A.(57196451824),,,,,
,,,,Ali R.(57196506541),,,,,
,,,,Mohammed M.A.(57196575014),,,,,
,,,,Galan A.(57196859570),,,,,
,,,,Zaidi Z.(57197376721),,,,,
,,,,Alkerwi A.(57197724313),,,,,
,,,,Miangotar Y.(57197736129),,,,,
,,,,Pillay J.D.(57197803061),,,,,
,,,,Castillo Rivas J.(57197814657),,,,,
,,,,Yan L.L.(57198311895),,,,,
,,,,Liang J.(57198351058),,,,,
,,,,Kiadaliri A.A.(57199100665),,,,,
,,,,Kim J.Y.(57199391637),,,,,
,,,,Khanna T.(57199411101),,,,,
,,,,Salz I.(57199623777),,,,,
,,,,Kim C.I.(57199973023),,,,,
,,,,Opio J.N.(57200124403),,,,,
,,,,Allen C.A.(57200170678),,,,,
,,,,Garcia-Basteiro A.L.(57200187168),,,,,
,,,,Lee P.H.(57200302692),,,,,
,,,,Cortesi P.A.(57200306512),,,,,
,,,,Uzun S.B.(57200327315),,,,,
,,,,Berhane A.(57200410735),,,,,
,,,,Hibstu D.T.(57200538678),,,,,
,,,,Marami D.(57200546490),,,,,
,,,,Abdela J.(57200613000),,,,,
,,,,Gelano T.F.(57200628899),,,,,
,,,,Negoi I.(57200640014),,,,,
,,,,Pereira D.M.(57200690024),,,,,
,,,,Lami F.H.(57200737005),,,,,
,,,,Shiri R.(57200737050),,,,,
,,,,Ogbo F.A.(57200737136),,,,,
,,,,Marzan M.B.(57200737144),,,,,
,,,,Zenebe Z.M.(57200737185),,,,,
,,,,Giussani G.(57200843076),,,,,
,,,,Wagnew F.W.S.(57200917385),,,,,
,,,,Oyekale A.S.(57200949556),,,,,
,,,,Goulart A.C.(57201181348),,,,,
,,,,Khosravi A.(57201190837),,,,,
,,,,Magdy Abd El Razek M.(57201191366),,,,,
,,,,Laryea D.O.(57201281307),,,,,
,,,,Assadi R.(57201282579),,,,,
,,,,Schneider I.J.C.(57201292772),,,,,
,,,,Gankpe F.G.(57201341525),,,,,
,,,,Kahssay M.(57201396270),,,,,
,,,,Vidavalur R.(57201445172),,,,,
,,,,Patten S.B.(57201492915),,,,,
,,,,Ciobanu L.G.(57201603453),,,,,
,,,,Tran K.B.(57201651536),,,,,
,,,,Acharya P.(57201651831),,,,,
,,,,Belachew A.B.(57201657313),,,,,
,,,,Carter A.(57201756395),,,,,
,,,,Ortiz J.R.(57201758478),,,,,
,,,,Mehta V.(57201767358),,,,,
,,,,Lim S.S.(57201800433),,,,,
,,,,Hosseinzadeh M.(57201880569),,,,,
,,,,Sharma R.(57201970364),,,,,
,,,,Gebre A.K.(57201989715),,,,,
,,,,Ur Rahman M.H.(57202017378),,,,,
,,,,Dessie G.A.(57202055866),,,,,
,,,,Valdez P.R.(57202115577),,,,,
,,,,Hailegiyorgis T.T.(57202206322),,,,,
,,,,Demoz G.T.(57202214514),,,,,
,,,,Amare A.T.(57202220009),,,,,
,,,,Yimer E.M.(57202256312),,,,,
,,,,Krishan K.(57202279708),,,,,
,,,,Yearwood J.A.(57202282849),,,,,
,,,,Ghadimi R.(57202290802),,,,,
,,,,Bernstein R.S.(57202290926),,,,,
,,,,Das Gupta R.(57202347307),,,,,
,,,,Sutradhar I.(57202349742),,,,,
,,,,Anber N.H.(57202351369),,,,,
,,,,Silpakit N.(57202401404),,,,,
,,,,Mahesh P.A.(57202421244),,,,,
,,,,Feigl A.B.(57202461042),,,,,
,,,,Pervaiz A.(57202521714),,,,,
,,,,Butt Z.A.(57202522739),,,,,
,,,,Tavakkoli M.(57202524239),,,,,
,,,,Norrving B.(57202553568),,,,,
,,,,Meretoja T.J.(57202554188),,,,,
,,,,Ota E.(57202554474),,,,,
,,,,Davitoiu D.V.(57202555163),,,,,
,,,,Htet A.S.(57202555179),,,,,
,,,,Karema C.(57202557522),,,,,
,,,,Fereshtehnejad S.M.(57202557525),,,,,
,,,,Mehndiratta M.M.(57202557864),,,,,
,,,,James S.L.(57202557998),,,,,
,,,,Larson H.J.(57202559142),,,,,
,,,,McGrath J.J.(57202560550),,,,,
,,,,Newton C.R.J.(57202560931),,,,,
,,,,Naheed A.(57202560989),,,,,
,,,,Akinyemiju T.(57202561503),,,,,
