AI and Machine Learning,Bioinformatics,Cybersecurity,Data Sciences,Software Engineering,Robotics,Synthetic Biology,Pharmacology and pharmaceuticals,Tissue Engineering,Regenerative Medicine
Karatzias T. (16425957200),Rodd J.M. (6701635982),Parker M. (56454762300),Katsanos K. (57195055338),Hristova M. (22937760400),Corbett J. (14022422300),Bilanges B. (7801342545),Harwin W. (7004234541),Gibbons L. (15070027300),Chan P.L. (57191633367)
Lueger-Schuster B. (24401605800),Lambon Ralph M.A. (7003333514),Denny S. (57073080500),Foster N. (57210013339),Raivich G. (35373101700),Minto G. (24725193900),Gaits-Iacovoni F. (9734297800),Ito K. (7410403506),Sankar M.J. (24315340300),Penazzato M. (57192121240)
Bisson J.I. (24780669300),Smallwood J. (7005623257),Marsh V. (57195725831),Kautz J. (7006458237),Rocha-Ferreira E. (55110477100),Mythen M. (35458587700),Severin S. (22986469100),Nasuto S. (9275024700),Baqui A.H. (35404983600),Siberry G. (57193359327)
Cloitre M. (35420810100),Millman R.E. (7007077618),Haubenberger D. (6507154970),Starck J. (8575485400),Thei L. (55338411600),Montgomery H. (35482685300),Cabou C. (23032961800),Loureiro R. (14034214600),Yunis K. (35517198800),Fowkes G. (6506309515)
Hyland P. (55113504900),Hallam G.P. (24171118700),Galpern W. (6603459394),Doro Y. (56875453300),Conway E. (7102459731),Woodcock T. (57190430898),Viaud J. (24172201800),Hayashi Y. (35229983200),Jobe A.H. (36050479100),Wiysonge C.S. (6507441509)
Roberts N. (15849417400),Hymers M. (35097558700),Gwinn K. (6701732102),Campbell N. (57213952541),Krisinger M. (15063205900),Hughes F. (57194270713),Chicanne G. (24330578000),Nagai K. (35409885300),Ariff S. (36616182800),Rawaf S. (6602475959)
Fyvie C. (55597727900),Thompson H.E. (55812605100),Kuhlenbäumer G. (7004292010),Pilling S. (6701418714),Foley J. (22978984100),Moss C. (57197637560),Levade M. (56339946100),Dobashi H. (36801199200),Costello A. (54790609700),Ärnlöv J. (6602512227)
Wilson D. (57191518001),Jefferies E. (55907595000),Elble R. (7004503339),Clark D.M. (7404789162),Peterson E. (42361638300),Lacey J. (57197705543),Valet C. (56875441200),Shimizu T. (56531123300),Vogel J.P. (55337537900),Davletov K. (6602803024)
Efthymiadou E. (57191520992),Strazzer S. (6602611240),Singleton A. (7006092717),Mavranezouli I. (12792514200),Lei V. (56037870300),Hooper L. (57202855325),Naisbitt D.J. (6603779088),Goto T. (56531216200),Kapasa M.L. (55439187300),Tabarés-Seisdedos R. (6602981102)
Zetterberg H. (6701454676),Galbiati S. (6701541363),Ondo W. (7006233922),Dias S. (14832378300),Wan L. (56508874900),O'Toole E.A. (7005486868),Dear G.J. (7006504836),Graeff R. (7003614053),Patterson J. (55441561600),Shishehbor M. (6603465459)
Andersson L. (7403059761),Locatelli F. (7202821573),Vitek J. (7101797044),Mayo-Wilson E. (19337781100),Wood L. (7202513618),Becker D.L. (7401884327),Daly A.K. (7102328712),Duchen M.R. (7005847722),Pileggi-Castro C. (56158277300),Sobngwi E. (6701427993)
Hagberg L. (20234417500),Villa F. (9245490200),Frosch M. (7103306284),Ades A.E. (35498825600),Hutton P. (53879614700),Connelly J.T. (25959031100),Faulkner L. (7103404706),Ganesan A. (7006223453),Althabe F. (56871009100),Alla F. (6701580827)
Fuchs D. (35414205100),Pastore V. (14023305500),Louis E. (7202755371),Kew K. (55756143800),Taylor P.J. (55459962900),Hachach-Haram N. (54390971700),Meng X. (15136654200),Yellon D.M. (7103223278),Kinuthia J. (56902442200),Lotufo P.A. (7003331101)
Nilsson S. (35479725000),Molteni E. (23390220100),Tanner C. (7202846923),,Hachach-Haram N. (54390971700),Bystrzonowski N. (54405633700),Park B.K. (35478124100),Patel S. (7403902620),Oladapo O.T. (57200575729),Carapetis J. (7003343936)
Gisslén M. (57201969798),Colombo K. (39060943000),Helmich R. (9736259300),,Bystrzonowski N. (54405633700),Mosahebi A. (55985666400),Farrell J. (55568523244),Davidson S.M. (10139785100),Crowther C. (57205314548),Vos T. (7003628012)
Ahlgren E. (57205593351),Galbiati S. (57219249746),Bhatia K. (25958636400),,Smith O.J. (54881691700),Richards T. (56427569500),Usui T. (56508945300),Gosain R. (15720841800),Stringer J.S.A. (57211984370),Stranges S. (7003835008)
Gunny R. (6507532635),Bulstrode N.W. (6602164371),Adler C. (35351826900),,Mosahebi A. (55985666400),Kanapathy M. (56427994500),Tailor A. (56597762400),Kunuthur S. (36446055900),Starowicz K. (14120485500),Thrift A. (7004824524)
Golay X. (7004309393),Quong W.L. (36613664200),Lenz F. (35402292000),,Richards T. (56427569500),Ward N. (7102178423),Stagg C.J. (6604063407),Tyser R. (41562209300),Malek N. (55639256000),Hotez P.J. (7004958298)
Kendall G.S. (7006008708),Thompson D.N.P. (57216295405),Eidelberg D. (35421524400),,Kanapathy M. (56427994500),Kuppuswamy A. (24329957200),Levenstein J.M. (57189341475),Tan N. (55213156000),Kucharczyk M. (56511468700),Malekzadeh R. (7005197760)
Robertson N.J. (7102941268),Chen R.L. (7406314272),Hopfner F. (47461094800),,Morant N. (6603484587),Rothwell J. (55455767400),Hinson E.L. (57194198401),Zhao Y.J. (56374610700),Pajak A. (56511507900),Criqui M. (7005209601)
Bainbridge A. (8576309800),Wei L. (8448863300),Hallett M. (55552602400),,Billings J. (57190061236),Clark E. (56080346500),Johnstone A. (57195246314),Foote K. (57192273219),Kolosowska N. (56512417300),Weintraub R. (7006079405)
Mitra S. (21135277300),Chen R. (8898530700),Deuschl G. (56881740400),,Yuen B. (57209826559),Turner I. (56665207100),Sanz-Moreno V. (6507968837),Erens B. (6602875368),Plankey M.W. (6603561558),Narula J. (7006139754)
Huertas-Ceballos A. (24343915800),Hu Z. (35105002300),Testa C. (56887632400),,Zeineh M. (6506553251),Zetterberg H. (6701454676),Diebold S.S. (6603782636),Chalabi Z. (6701780461),Tien P.C. (7006421623),Schutte A. (7006697270)
Sokolska M. (55220094000),Zhang D. (54879974700),Stebbins G. (56933550900),,Wintermark M. (7003404861),Schott J.M. (7103177641),Gillett C.E. (7003742162),Mays N. (7005218485),Grunfeld C. (7102087882),Dandona L. (7007017243)
Uria-Avellanal C. (55601032200),Xu L. (56505757400),Van't Veer A. (57191485997),,Bammer R. (7003856933),Fox N.C. (7201444328),Ng T. (7402229941),Heffernan C. (8774242500),French A.L. (7202095002),Hay S.I. (7101875313)
McKinnon K. (55672489300),Wang J. (56507545800),White S. (57192305947),,Iv M. (23035133100),Rohrer J.D. (14020386900),Shields J.D. (8090975700),Jones L. (56399481000),Peters M.G. (7402416477),Patton G. (7102184358)
Dinan M. (57204213389),Collino M. (6506832448),Foroud T. (57201663802),,Douglas P. (35366305100),Nicholas J.M. (25630004900),Arnold J.N. (8722774200),Ritchie B. (57062013800),Swanson S. (12781553600),Swaminathan S. (7102380757)
Price D. (57207078497),De Kleijn D.P.V. (7003654548),Vaillancourt D. (57203631711),,Anderson A. (35885235800),Woollacott I.O.C. (35243804200),Hoste E. (18433924000),Lowdell M. (7003930276),Ma Y. (14016340600),Yip P. (7102503720)
Bunday K. (14624988100),Pagliaro P. (7005683618),Shill H. (57204301365),,Vos S. (36931857600),Warren J.D. (35557252600),Pedro L. (21743776600),Birchall M.A. (7004957785),Scherzer R. (16246397700),Linn S. (7102590173)
Perez M. (15840579000),Abbate A. (7006812173),Sillitoe R. (57204972610),,Douglas D. (56937964000),Heslegrave A. (36463576300),Gordon P. (55187711200),Hopper C. (7006171950),Rosenberg W.M. (35374746300),Hankey G. (7102816661)
Urbin M. (38661991900),Preissner K.T. (7007034391),Neubert A. (7003774960),,Shahim P. (55366129900),Keshavan A. (55034699600),Georgouli M. (55599581600),Butler C.R. (26421052200),Huhn G. (35607745200),Gillum R. (7103181331)
Steyn F. (6507646096),Cohen M.V. (7405992819),Vermeulen H. (7006272978),,Marklund N. (56001652300),Paterson R.W. (55799312800),Opzoomer J.W. (57190686459),Burns A.J. (35483335400),Wischmeyer P. (6603692931),Ribeiro A. (7201676223)
Malan L. (6603640259),Takahashi M. (7406840184),Ghaleb M.A. (8903103000),,Tegner Y. (56079025700),Dick K.M. (57189237366),Lall S. (57201491875),Gowers K.H.C. (54383218900),De Backer D. (7006229372),Jonas J. (7202492953)
Vilser W. (7003267488),Davidson S.M. (10139785100),Fernando B. (12240619400),,Blennow K. (56415176000),Foiani M.S. (57193198963),Kosti P. (57202158445),Hynds R.E. (55503347900),Westphal M. (7102379546),Lopez A. (7401455668)
Von Känel R. (7003310265),Downey J.M. (16136277100),Apampa B. (16400710200),,Zetterberg H. (57208899083),Russell L.L. (57194327207),Muliaditan T. (57202316913),Hamilton N.J.I. (56284267000),Singer M. (7401654716),Shin M.J. (7401536640)
Schlaich M.P. (7003349164),Cabrera-Fuentes H.A. (55322522400),Thayyil S. (24484901000),,de Vocht F. (6508311548),Heller C. (57202685041),Caron J. (57202318415),Janes S.M. (56514246800),Van Haren F. (55924922000),Miller T. (7403948600)
Frasure-Smith N. (7004927714),Zuurbier C.J. (55989035300),Maaskant J.M. (55279411300),,Kaner E.F.S. (7004071168),Jell G. (8399784800),Okesola M. (57202319043),Tait A. (56779636700),Ince C. (57202556001),Farvid M. (8273562500)
Harvey B.H. (7103106766),Brewin C.R. (7006656085),Soe A. (55901619100),,Michie S. (7004779970),Smith O.J. (54881691700),Kuzeva D.M. (57203163693),Dawnay A. (35446339600),Marini J. (57210892902),Avila-Burgos L. (8530790100)
Lambert G.W. (7201789930),Weinman J.A. (7101645313),Aylin P. (7003627876),,Muirhead C. (7005974610),Jefferis B.J. (6507251154),Welsh G.I. (7006681013),Flynn N. (55795622900),Ezeh A. (6603938217),Owolabi M. (8904729100)
Hamer M. (8502496600),Mythen M.G. (35458587700),Hopkins S. (7202260726),,Hickman M. (7101974395),Lennon L.T. (6603033975),Harper S. (7102941685),Mason O. (7004241930),Satterthwaite D. (6701599059),Naghavi M. (9246620100)
Reimann M. (23028660200),Wade D.M. (55387004700),Holmes A. (7401687091),,Newham J.J. (24280281200),Whincup P.H. (7006237290),Millar A.B. (7201856714),Johnson S. (7406331085),Capon A. (7006403263),Dorairaj P. (11141820300)
Malan N.T. (35518988000),White E. (56203217200),Johnson A. (7410016381),,Maniatopoulos G. (35749030700),Wannamethee S.G. (7006543768),Bates D.O. (7202955371),Fisher H. (9235818300),Mberu B. (14031638400),Esteghamati A. (11240321100)
Salter M.W. (7103121448),Howell D.C.J. (57207785195),Jaffer U. (8923843000),,Brown H. (42460961400),Sattar N. (7007043802),Qiu Y. (7403279604),Velikonja T. (56548978100),Ndugwa R. (16837118200),Meretoja A. (12775885500)
Beggs S. (11438985400),Walker D. (36734984300),Birgand G. (36024921600),,Beyer F.R. (55246140400),Lee I.M. (7404437968),Scotton C.J. (8766774500), (null),Lilford R.J. (22835354400),Sartorius B. (12788526800)
Mapplebeck J.C.S. (44661315200),Moss C.E. (38461286800),Gharbi M. (56585592000),,Brown J. (55547124591),Welsh P. (35308260700),Oltean S. (14630870600),Bloomstone J.A. (6507173501),Oyebode O. (35798567300),Cooper L. (15754277900)
Tachtsidis I. (6507301690),Fernandez-Caballero S. (55805340400),Naylor N. (57192169166),,O'Donnell A. (56037814400),Sartini C. (55811454000),Jarrett C. (16233326400),Bader A. (7101700065),Caiaffa W. (55667154700),Malta D.C. (15835283500)
Elwell C.E. (7004171877),Bhudia S. (6506526076),Troughton R. (57194185144),,Crane D. (56450277800),Ash S. (56124564300),Barratt S.L. (16303098600),Gan T.J. (7103369948),Haregu T. (55835130800),Carrero J.J. (16834646800)
Panovska-Griffiths J. (55390602700),Drury N.E. (6601964687),Pallari E. (57188667049),,Garnett C. (56450527300),Parsons T.J. (57169774400),Day M.J. (24166167900),Irwin M.G. (7202411076),Melendez-Torres G.J. (57188672699),Bärnighausen T. (23011726900)
Smith M. (55574239919),Frenneaux M. (7004392953),Smith O.J. (54881691700),,Redmore J. (57191595157),Park J. (15080840800),Shelley-Fraser G. (36471089800),Thompson A. (7404597771),Watson S.I. (57189342156),Uthman O. (23026328100)
Highton D. (55758036200),Ranasinghe A.M. (7004936871),Trevatt A.E. (56113507100),,Sumagin R. (8336420600),Paik J. (35821146600),Maher T.M. (56799189700),Brudney C.S. (8363439600),Sartori J. (57192365324),Bhutta Z. (24342648300)
Ghosh A. (57201244645),Pagano D. (7005505272),Needleman J. (57194731266),,Butin-Israeli V. (24824054200),Seo J. (36890591400),Ourradi K. (57193755891),Ackland G.L. (8768192800),Chen Y.F. (57218382677),Farid T. (24824364300)
Meek J. (7102666483),Freemantle N. (7006066134),Banerjee A. (57212417445),,Mascarenhas L. (57193745174),Shin W. (56911760600),Blythe T. (57194417452),McEvoy M.D. (15738895900),Franz A. (24338041300),Qorbani M. (24831040300)
Bale G. (56321585100),Rooney S.J. (7102203298),Lusuku C. (57188631080),,Finkielsztein A. (57193748475),Lee J. (57192075688),Hames T.J. (57195526109),Levett D. (16052616700),Wood W. (56869463300),Jacobsen K. (26029163100)
Dawkins L. (6506951935),Graham T.R. (7202202914),Halkias C. (57217887668),,Slater T. (57193748921),Kim S. (57204634281),Arvastson L. (6507923075),Cecconi M. (16505953800),Martin P. (57188567342),Kolte D. (26321613900)
Frings D. (14008980700),Green D. (7404387029),Kalairajah Y. (12141543400),,Mehl L. (57193750835),McEniery C.M. (6602002236),Abelson K.S.P. (6602332511),Feldheiser A. (22834421100),Roiser J.P. (8501341500),Watkins D. (35207242300)
Cox S. (57191226819),Mascaro J. (14066523100),Davis B.M. (36909794600),,Denaro V. (7004909863),Khir A.W. (6603813816),Munro G. (22135271100),Sessler D.I. (35405204300),Robinson O.J. (24468783200),Cirillo M. (35247478400)
Ahmed R. (57203956639),Oelofse T. (23397950700),Shah P.A. (57217325029),,Loppini M. (24802487100),O'Shaughnessy K.M. (7004988489),Hougaard P. (56265787600),Mythen M.G. (35458587700),Bond R.L. (57220507738),Bennett D. (35420095800)
Shimodera S. (6602579791),Senanayake E.L. (35731974000),Badiani R. (57217936407),,Khan W.S. (35229756200),Figg N.L. (22634176000),Hestehave S. (57192063781),Shaw A.D. (35515911700),Pherali T. (36931205600),Castañeda-Orjuela C.A. (35769124700)
Okazaki Y. (7202556942),Howell N.J. (35770657200),Jöbges M. (6506114179),,Longo U.G. (55308310300),Li Y. (36007543200),Pedersen T.B. (57194430526),Miller T.E. (36843561700),Lewis A. (56954118800),Sepanlou S. (36248136000)
Richards M. (7402054647),Lewis M. (46161260200),Panic G. (16552980900),,Maffulli N. (55663198300),Wilkinson I.B. (55208035400),Christensen R. (57197795939),Grocott M.P.W. (55348894800),Kwon H.D. (56286992300),Abd-Allah F. (36503428900)
Yamasaki S. (22036925600),Wilson I.C. (57189007427),Ortmann S. (23467097600),,Niccoli G. (57189868935),Cockcroft J.R. (55611512600),Starowicz K. (14120485500),Gupta R. (55488120400),Yoo O.S. (57191479798),Meier T. (36678887300)
Hatch S. (22957853600), (null),Mazomenos E. (35097627900),,Zetterberg H. (6701454676),Siew K. (55935179800),Malek N. (55639256000),Hamilton M. (55523307600),Silverton L. (6602631411),Silva D.A.S. (36985158000)
Usami S. (26538314600),Vanhooren G. (6602506960),Biswas D. (55576295700),,Yilmaz A. (7101627980),Yasmin (56495004500),Kucharczyk M. (56511468700),Michard F. (56048195000),McCourt C. (6604097972),Rai R.K. (51864423900)
Nishida A. (35311924300),Demotes-Mainard J. (6701750825),Maharatna K. (55904125700),,Spudich S. (9278487100),Cleary S.E. (56785523100),Pajak A. (56511507900),Hughes F. (56503196900),Newburn M. (6701516280),Ding E.L. (54413849800)
Ando S. (53063099300),Kollmar R. (6701860607),Achner J. (56341965500),,Hagberg L. (20234417500),Maskari R.A. (57202388039),Kolosowska N. (56512417300),Pinsky M.R. (56536139600),Redshaw M. (7004294461),Aksut B. (54418471800)
Sasaki T. (55629396800),Gluud C. (7004884514),Klemke J. (56342494000),,Nilsson S. (35479725000),Scammell B. (6604072994),Marston L. (6603627308),Aronson S. (56973478100),Marlow N. (7006171979),Khera S. (55052471100)
Endo K. (57188725825),Montaner J. (7202587137),Suominen S. (7003565265),,Schouten J. (37015010800),Fuller C. (7202433422),Omar R.Z. (7005718930),Thacker J.K.M. (57027288300),Hollowell J. (7006264637),Roth G.A. (55074747400)
Dorkin T. (6506105039),Macleod M.R. (7202645361),Kawachi I. (7103096477),,Underwood J. (47661632000),Doherty M. (7203078221),Osborn D.P.J. (7101639320),Plumb J. (57197297840),Townend J. (7006285512),Asayesh H. (55334322800)
Summerton D.J. (6603125588),Sprigg N. (8852214500),Brunner E.J. (24576354300),,Gisslén M. (57201969798),Zhang W. (8330155900),King M. (7403886623),Lacey J. (57197705543),Macfarlane A. (7102685882),Murray C. (55481130700)
Shabbir M. (6603862069),van der Worp H.B. (15836158900),Heikkilä K. (57207979585),,Price R.W. (57213628929),Fernandes G.S. (56559499100),Morris R.W. (7404059581),Kellum J.A. (57200949735),Linsell L. (8276805500),Khan A. (55520620000)
Rees R.W. (7203067652),Cordonnier C. (18436376100),Ganesan V. (7102334584),,Del-Pino-Casado R. (18233340800),Moses J. (57188580852),Larsen J. (8557548600),Ince C. (57202556001),Sandall J. (8544428300),Barac A. (55550748700)
Biers S. (7801624062),Bathula R. (24066436400),Bhate S. (15520905100),,Orgeta V. (23397844800),Parekh S.M. (57201886761),Holt R.I.G. (8736780500),Koepke E. (57205754020),Knight M. (16301628100),Hailu T. (55650652400)
Haq A. (8095680900),Staykov D. (24175125300),Aziz Q. (7004176082),,López-Martínez C. (57197822139),Batt M.E. (57204150784),Hardoon S. (14029946400),Hoeft A. (57208158724),Pasupathy D. (24315243700),Khader Y. (55654192600)
Donat R. (8416590800),Kallmünzer B. (24178373700),Tinker A. (7005427027),,Cardosa M. (57209072738),David A.L. (7402605276),Petersen I. (23009891600),Bloomstone J. (57208250746),Rowe R. (24469077300),Gupta R. (55705295300)
Shukla C.J. (8561945900),Colam B. (24342695500),Tsisanova E. (36574509900),,Fearnley C. (8869544900),Nawathe A. (57073740600),Nazareth I. (55334594200),Williams D. (57208676227),Li Y. (56013480500),Barregard L. (55953218700)
Kayes O. (15519336700),Bath P.M.W. (24723490800),Li Y. (56195067100),,McGuire W. (56234897500),Wolke D. (7003469597),Walters K. (57203175207),Kellum J. (57209487905),Brocklehurst P. (56745864600),Safiri S. (56009654100)
Muneer A. (24339107700),Wardlaw J.M. (35417533500),Anderson N. (56810326600),,Gratacap M. (6603132134),Lereya S. (55660295300),Hadjidemetriou I. (56682129800),Edwards M.R. (57210600252),Hesketh T. (7004268956),Larsson A. (56381985300)
Lucky M. (26027960700),Roine R.O. (35811369200),Ojake L. (57196279691),,Vanhaesebroeck B. (7004331309),Diehl B. (7003810636),New S.E. (57197671640),Grocott M.P. (57213311641),Camacho A. (21643493100),Workicho A. (56720337100)
Nigam R. (26667018400),Jakobsen J.C. (37101731900),Tsoulfas P. (6604050486),,Payrastre B. (7006423284),Duncan J.S. (7401893026),Palmiero M. (57202640593),Sanders R. (57213800302),Ong M. (55245926900),Salomon J.A. (56745638600)
Pearcy R. (27868047300),Molina C. (55337415500),Burke D.A. (7403247663),,Bilanges B. (7801342545),Bell G.S. (7402206243),Guasti L. (57202676747),Berry C. (57217537357),Paloyelis Y. (22941283900),Ansari H. (56919376000)
Persad R. (35467356700),Petersson J. (55539243000),Whittemore S.R. (35493373800),,Gaits-Iacovoni F. (9734297800),Gooneratne I.K. (25228177300),Ferretti P. (57220386665),,Drabek M. (57191544041),Habtewold T.D. (57079013900)
Ralph D. (55781298300),Durand-Zaleski I. (55641699500),Magnuson D.S.K. (35512160200),,Severin S. (22986469100),de Tisi J. (36460781100),Menon D. (7101687199),,,Kumar G.A. (57139550500)
Brown G. (57198635022),Michalski D. (55899070800),Beare J.E. (35736736100),,Cabou C. (23032961800),Wehner T. (55913795300),Hill C. (16746373000),,,Tadele Atnafu N. (57140833400)
